word,dsocial science,dengineering,dmedicine,d-lifescience
"Eye,0,0,0,0
Semantic prominence,0,0,1,0
Scene design,0,0,1,0
White-matter,0,0,1,0
Computational cognition,0,1,0,0
Neurosensory function,0,0,1,0
PCL-M,0,0,1,0
Prospero,0,0,1,0
PCL-C,0,0,1,0
Harm Avoidance,0,0,0,1
Hemispheric independence,0,0,1,0
Prophylactics,0,0,0,1
Donor,1,0,0,0
Enterovirus 71,0,1,0,0
autobiographical,0,0,1,0
Right-hemisphere syndrome,1,0,0,0
Mean curvature,0,1,0,0
Pre-morbid adjustment,0,1,0,0
Complex adaptive system,0,0,1,0
Climate change,0,0,1,0
Morphine equivalent dose,0,0,1,0
Potential inappropriate medications (PIMs),0,0,1,0
Stroop.,0,1,0,0
Deliquency,0,0,1,0
Patient compliance,1,0,0,0
Manual reaction time,1,0,0,0
Dorsal premotor area,0,1,0,0
Picture integration,0,1,0,0
Cognitive expectation,0,1,0,0
ANK3,1,0,0,0
Craniofacial development,0,0,1,0
Digits,0,1,0,0
Akt,0,0,1,0
Seafood,0,0,0,1
Supplementary eye field,0,1,0,0
IADLs,0,1,0,0
Non-consumers,1,0,0,0
Road network,1,0,0,0
Pervasive developmental disorder not otherwise specified (PDD-NOS),0,0,1,0
Sleep paralysis,0,0,1,0
Hirsch index,0,0,1,0
Relationship cognition,1,0,0,0
Task performance criteria,0,0,0,1
N150,0,0,1,0
Limited capacity of processing,0,0,1,0
Schizophrenic psychopathology,0,1,0,0
Cognitive-affective syndrome,1,0,0,0
C1 component,0,1,0,0
Wada,0,1,0,0
Working memory deficits,0,1,0,0
Lucifer Yellow,1,0,0,0
Involuntariness,0,0,0,1
Schizotypal-trait,0,0,1,0
fibrate,0,1,0,0
Covariation bias,0,0,1,0
Task space,0,0,1,0
Fallacies,0,0,1,0
Antisocial,1,0,0,0
cognitive fatigue,0,1,0,0
Sickle cell anemia,1,0,0,0
Cue repetition benefit,1,0,0,0
Polysomnographic study,0,0,1,0
Dynamic neural field models,0,1,0,0
RV-coefficient,0,1,0,0
Indexical cues,0,1,0,0
keratoconus,1,0,0,0
Context integration,0,1,0,0
Style,0,0,1,0
Vision cognitive,1,0,0,0
Ritanserin,0,0,1,0
cognitive trajectories,0,0,1,0
Cognitive epidemiology,0,0,1,0
Specific developmental disorders of educational ability,0,0,1,0
Epilepsy imaging,0,0,1,0
machine vision,0,1,0,0
multiple testing,0,0,1,0
guns,1,0,0,0
Menstrual Cycle,0,0,1,0
Stroke guidelines,0,1,0,0
High functioning autism spectrum disorder,0,0,1,0
Measuring empathy,0,1,0,0
Morpheme,0,0,1,0
Negative words,0,0,1,0
sevoflurane,1,0,0,0
vestibular system,0,0,0,1
Implicit memory.,0,1,0,0
Atmospherics,1,0,0,0
Multifocal attention,1,0,0,0
Retinotopically organized visual areas,0,0,0,1
NPI,0,0,1,0
Non-venomous coral snake,0,0,1,0
Ocular torsion,0,1,0,0
Text analysis,1,0,0,0
human studies,0,1,0,0
11C-6-OH-BTA-1,0,0,1,0
Object-centered space,0,0,0,1
Finding process,1,0,0,0
Dimensional and categorical models of schizotypy,0,1,0,0
Short-term working memory,0,0,1,0
Cooperative relationship,0,0,1,0
technology-mediated cognition,0,0,1,0
Blind football,0,0,1,0
Decision aids,0,0,1,0
Lyme neuroborreliosis,0,0,1,0
Lexical-semantic system,0,0,1,0
Autoimmune diseases,0,0,1,0
Cognitive arithmetic,0,0,1,0
Anti-epileptic drug,1,0,0,0
Scientific expertise,0,0,0,1
Verbal recall,0,0,1,0
hyperinsulinemia,0,0,1,0
"Alcohol dependence,0,0,0,0
Dementia symptoms,0,0,1,0
Epigenetics,0,0,1,0
IES,0,0,1,0
Priority setting,0,1,0,0
Wechsler intelligence scale,0,0,1,0
Direct human recordings,1,0,0,0
Asymmetries,0,1,0,0
Japanese cohort,1,0,0,0
Color-word Stroop,0,1,0,0
Process control,0,1,0,0
Peak frequency,0,1,0,0
Motion segregation,0,0,1,0
CCALD,0,0,1,0
LEQ,1,0,0,0
Ferrets,0,0,0,1
LED,0,0,1,0
Surface-based normalization,0,1,0,0
Gulf war illness,0,0,1,0
Deafblindness,1,0,0,0
Psychosocial intervention,0,0,0,1
Mifepristone,0,0,1,0
Physiological noise,0,1,0,0
Graphemic buffer,0,0,1,0
Rod and frame test,0,1,0,0
Hemispheric encoding/retrieval asymmetry in episodic memory: positron emission tomography findings (1994) Proc. Natl. Acad. Sci.,0,0,1,0
affective stimuli,0,0,1,0
Equipment design,0,1,0,0
Hedonic tone,0,0,1,0
Neurorehabilitation team,0,1,0,0
Contour attributes,1,0,0,0
Pharmacological MRI,0,0,1,0
GABAA receptor,0,1,0,0
Vascular moderate cognitive impairment,0,0,1,0
Relative phase,1,0,0,0
Tetralogy of Fallot,0,1,0,0
subtypes,0,0,1,0
Systematic processing,1,0,0,0
dental care,0,1,0,0
Fibrinogen,0,1,0,0
random effects,0,1,0,0
Pattern visual evoked potentials,0,1,0,0
Multidimensional Inventory of Subjective Cognitive Impairment (MISCI),0,0,1,0
Mass spectrometry,0,0,1,0
Neuropsychologic deficits,0,0,0,1
Re-education,0,0,0,1
acute central nervous system depression,0,0,1,0
Grip aperture,0,1,0,0
Speaker intent,0,0,1,0
Cardiovascular Health Study,0,1,0,0
Motor potential,1,0,0,0
Early interaction,1,0,0,0
Time processing ability,0,1,0,0
clinically isolated syndromes,1,0,0,0
Recursive embedding,0,1,0,0
Geriatrician,0,0,1,0
emotion processing,0,1,0,0
Actor-orientation,0,0,1,0
functional vision,0,0,1,0
Pontocerebellar hypoplasia,1,0,0,0
Community-based rehabilitation,1,0,0,0
Chromatic vision,0,0,1,0
Pair-comparison task,1,0,0,0
visual segmentation,0,0,1,0
Akinetic mutism,1,0,0,0
model,0,0,1,0
Own group bias,0,0,0,1
Judgment processes,0,1,0,0
Head Injury,0,1,0,0
Eyewitness accuracy,0,1,0,0
Nonfluent variant,0,0,1,0
parvocellular,1,0,0,0
Scanpath theory,0,0,1,0
peripheral inflammation,0,1,0,0
Craving intensity,0,0,0,1
masked priming,0,0,1,0
Emergent orthography,0,1,0,0
Medication overuse,1,0,0,0
Motivational intensity,0,1,0,0
sports injury,0,0,1,0
Magnetization transfer ratio,0,0,1,0
Time-varying CBC,0,1,0,0
Microstructure,1,0,0,0
script-driven imagery,0,0,1,0
cognition-action trade-off,0,1,0,0
visual knowledge discovery,0,0,1,0
Second malignancy,1,0,0,0
Body actions,0,0,1,0
Gallus gallus,0,0,0,1
Maternal smoking,0,0,0,1
Positive and negative symptoms,0,0,1,0
Grain size,0,0,1,0
Affective touch,0,0,1,0
Posttarget nontarget,1,0,0,0
intellectual disability,0,0,1,0
Construction of knowledge,1,0,0,0
Subliminal processing,0,0,1,0
sampling,0,0,0,1
Movement statistics,0,0,1,0
Perceptual causality,0,0,1,0
Community integration,0,1,0,0
Beta oscillation,0,0,0,1
Gender identity,0,1,0,0
WMT,0,0,0,1
Symbolic magnitude comparison,0,0,1,0
Velocity threshold algorithm,0,0,1,0
Norway : 1992)",0,0,0,0
Equus asinus,0,1,0,0
Phonological memory,0,1,0,0
venlafaxine,0,1,0,0
concurrent processing,0,0,1,0
"Contact Lenses,0,0,0,0
Verbal response selection,0,0,1,0
Specific phobia,0,1,0,0
Counterfactual reasoning,1,0,0,0
Neuroimpairments,0,0,0,1
Sidedness Effect,0,0,1,0
Sensory feature,0,1,0,0
Speed perception,0,1,0,0
Alcohol cue reactivity,0,0,0,1
Auditory function,0,1,0,0
Visual workload,1,0,0,0
primates,0,1,0,0
Landscape assessment,0,0,0,1
Myelomeningocele,0,0,0,1
neurocognitive screening measure,0,0,0,1
Nucleus subthalamicus,0,0,1,0
Oddball ERPs,0,0,1,0
Emotional labor,0,0,1,0
Global dynamics,0,1,0,0
Oscillator strength,0,0,0,1
Object attention,0,0,0,1
Mnemonic scotoma,0,1,0,0
Memory strategies,0,0,0,1
Response reversal,0,0,1,0
Reflexive versus volitional,0,1,0,0
Insulin injection device,1,0,0,0
Behavioural geography,1,0,0,0
SCIT,0,0,0,1
Presupposition,0,0,1,0
electroencephalogram (EEG),0,0,1,0
dendritic spines,0,1,0,0
Nonlesional,0,1,0,0
Joint centred,0,0,1,0
remote ischemic preconditioning,1,0,0,0
Localization task,0,0,0,1
stem cell transplantation,1,0,0,0
cognition assessment,0,0,1,0
ROC curve,0,0,1,0
Monocrotaline,0,1,0,0
street-crossing,0,0,1,0
Mild to moderate level,1,0,0,0
affect heuristic,0,1,0,0
Paediatric stroke,0,1,0,0
Perception of pain,0,1,0,0
Neuro-conductive tests,0,0,1,0
Neuropsychiatric assessment,0,1,0,0
Pragmatic,0,0,1,0
Gestural knowledge,0,0,0,1
stimulation,0,1,0,0
SEP,0,0,1,0
School connectedness,0,0,0,1
Walk screen,0,0,0,1
cognitive capacity,0,1,0,0
Cynomolgus monkey,0,0,1,0
Parental deletion,0,0,1,0
Group awareness,0,0,1,0
Probability density function,0,1,0,0
Cognitive and functional decline,0,0,0,1
Blindfolding,0,0,1,0
Graphics/image,0,1,0,0
Advance information,0,0,1,0
Brain Stimulation,0,0,1,0
Mental calculation,1,0,0,0
Environmental contaminant,0,1,0,0
Rapid naming,0,1,0,0
theory,0,1,0,0
Pattern mixture model,0,1,0,0
Physical load,0,1,0,0
Cycle duration,0,0,1,0
Subthreshold exposure,0,0,1,0
Crossmodulation frequencies,1,0,0,0
ELORETA,0,0,1,0
Suggestibility,0,1,0,0
frontoparietal network,0,0,0,1
Chronic whiplash,0,0,1,0
Insula network,0,1,0,0
Perception of motion,1,0,0,0
Thematic roles,1,0,0,0
Fesoterodine,0,0,1,0
Neural activity,1,0,0,0
Disease screening,0,0,1,0
AVRT,1,0,0,0
dental materials,0,1,0,0
Object location task (OLT),1,0,0,0
HRV,0,1,0,0
TPA,0,1,0,0
self-control,1,0,0,0
Collinear facilitation,0,1,0,0
Visual demand,1,0,0,0
Posterior cingulated cortex,0,1,0,0
Role taking,0,0,1,0
Situated observer,0,1,0,0
Episodic recognition,1,0,0,0
Starter professional athletes,0,1,0,0
Initial demyelinating event,1,0,0,0
Dual-interaction space,0,1,0,0
Shared gaze,0,0,0,1
Inhibitory dysfunction,0,0,1,0
Cotinine,0,0,1,0
Group ICA,1,0,0,0
Hashimoto,0,0,1,0
medical images,0,1,0,0
Health status disparity,0,0,1,0
emotional processing,1,0,0,0
Injury,0,1,0,0
Auditory objects,0,1,0,0
Cognitive adaptation,0,0,1,0
Measurement invariance,0,1,0,0
Coats plus syndrome,0,1,0,0
Fish benefits,0,0,1,0
Action perception circuit,0,0,1,0
Postnatal growth,0,1,0,0
flavanol,0,1,0,0
Glasgow Coma Scale,0,1,0,0
PI3K,0,0,1,0
Dual-process,0,0,1,0
visual agnosia,0,1,0,0
Alpha oscillation,0,0,1,0
criteria,0,1,0,0
fall risk factors,0,0,1,0
Attention development,0,0,1,0
Dishabituation,0,0,1,0
Magnocellular theory,0,1,0,0
Modality-switch cost,0,0,1,0
Catholicism,0,0,1,0
Reading habit Bidirectional reading,0,0,1,0
Local inhibition,1,0,0,0
Cystinosis,1,0,0,0
EEG and cognition,1,0,0,0
Cortical activation,0,1,0,0
Selective neuronal vulnerability,0,0,1,0
Adrenocorticotropic hormone,1,0,0,0
Dopaminergic,0,0,1,0
Child psychiatry,0,0,1,0
Rey,0,0,1,0
Central processing bottleneck,0,1,0,0
Verbal cognition,0,0,0,1
Subtractive inhibition,0,0,0,1
self-evaluation,0,0,1,0
Visuospatial neglect,0,0,1,0
Attention deficit disorder with hyperactivity (ADHD),0,0,1,0
Cognitive stimulation,0,0,0,1
Temporally structured component analysis,1,0,0,0
Epileptiform EEG discharges,0,1,0,0
Motion aftereffect,0,1,0,0
Alpha synchronization,0,1,0,0
occupational exposure limits,0,0,1,0
Prosimians,0,0,1,0
Conflict effect,1,0,0,0
Dot-probe task,0,1,0,0
phonological loop,0,1,0,0
delayed nonmatching-to-sample task,0,0,0,1
Sports car,0,1,0,0
Mental imagery cognition,0,1,0,0
Semantic judgment,0,0,1,0
Visual rating system,0,0,1,0
Costs,0,1,0,0
Cognitive variable,0,1,0,0
Secondary parkinsonism,1,0,0,0
Tong Luo Jiu Nao,0,1,0,0
Place fields,0,0,0,1
Patient perspective,0,0,1,0
Modality-switch effect,0,0,1,0
Domestic pig,0,0,1,0
Conditional visuo-motor associations,0,0,1,0
Spatial ability for STEM domains: Aligning over 50 years of cumulative psychological knowledge solidifies its importance (2009) Journal of Educational Psychology,0,1,0,0
social support,1,0,0,0
V5/MT+ visual cortex,0,1,0,0
APOE and cognitive profile,0,0,1,0
visual evoked potentials,0,1,0,0
Warm-supplementing kidney yang (WSKY) capsule,0,0,1,0
Feature-based selection,1,0,0,0
African American,1,0,0,0
Cranial irradiation therapy,0,0,1,0
video game training,1,0,0,0
trauma exposure,0,0,1,0
Linguistic metaphor,0,0,1,0
recognition of emotions,0,0,1,0
Event related brain potentials (ERPs),0,0,1,0
bimanual coordination,1,0,0,0
Hormonal contraception,0,1,0,0
Short-cut rule,0,1,0,0
External carotid-internal carotid (EC/IC) bypass surgery,0,0,1,0
Amyloid?-protein precursor,0,0,1,0
Temporal construal,0,0,1,0
Visual disturbances,0,1,0,0
Prismatic effect,1,0,0,0
parent-report measures,1,0,0,0
Semantic network,0,0,1,0
Olive oil,0,0,1,0
behavioral control,0,1,0,0
cortical stimulation,0,0,1,0
Glycemia,0,0,1,0
H 1-antagonist,0,1,0,0
Life span cognitive development,0,1,0,0
Late-onset Parkinson,0,0,1,0
Sample entropy,0,0,1,0
CTIP,0,0,0,1
Ruisson,0,0,0,1
visual span,1,0,0,0
Intransitive action,0,1,0,0
Motor action,0,0,1,0
Calculation skills,0,0,1,0
spectral power,0,1,0,0
Graphical models,0,1,0,0
MTBI,0,0,1,0
Lynx1,0,0,1,0
lexical processing,0,0,0,0
Presymptomatic gene carriers,1,0,0,0
Health literacy,1,0,0,0
Dissociative fugue,0,0,1,0
work load,1,0,0,0
Artificial selection,1,0,0,0
Hemisphere autonomy,1,0,0,0
Bilateral Electrodermal Activity,1,0,0,0
intradimensional-extradimensional shift,1,0,0,0
Computer displays,0,0,1,0
Inchianti,0,0,1,0
Paraplegia,0,0,0,1
Region fuzzily understanding,0,1,0,0
Visual cognitive processes,0,0,1,0
mental efficacy workload test,0,1,0,0
False belief reasoning,0,0,1,0
verbal processes,0,1,0,0
Preterm child,0,0,1,0
Medicine containers,0,1,0,0
Imaginal coding,0,1,0,0
Direction effects,1,0,0,0
Bispectral index,0,1,0,0
Recurrent excitation,0,1,0,0
Delayed matching-to-sample (DMS) task,0,1,0,0
Effortful processing,0,1,0,0
response times,0,1,0,0
Visuoperceptual Learning,0,0,1,0
Artistic attitude,0,0,1,0
Dual-task postural paradigm,0,0,1,0
Engineering sciences,0,1,0,0
MAPT trial,0,0,1,0
bees,0,0,1,0
Disconnection hypothesis,0,0,1,0
Modeling neural networks,0,1,0,0
Fluid-attenuated inversion recovery (FLAIR),0,1,0,0
Prelinguistic,0,0,1,0
Gulf Arab countries,0,1,0,0
Age-related hearing impairment,0,0,1,0
response competition,1,0,0,0
LVAD,0,0,1,0
Visual crowding,0,0,1,0
user study,0,0,1,0
Orchestrated objective reduction,0,1,0,0
Hering illusion,0,0,1,0
military veterans,0,0,0,1
cardiac surgery,1,0,0,0
Pain beliefs,0,1,0,0
Other minds,0,0,1,0
capacity,0,0,1,0
Transient ischemic attack,0,1,0,0
CNS prophylaxis,0,1,0,0
Attentive state,0,0,1,0
Reading span test,0,0,1,0
Drug naïve,0,0,1,0
Sleep physiology,0,0,1,0
Neuropsychological data,0,0,1,0
Intelligibility,0,1,0,0
Syntax comprehension,1,0,0,0
Exploratory data analysis,1,0,0,0
aetiology,0,0,0,1
Extracellular recording,0,1,0,0
Neuropsychological effects,0,1,0,0
salience,0,0,0,1
Affective response,0,0,1,0
Back space,0,1,0,0
Visual display terminal,0,1,0,0
saliency,0,0,1,0
C9ORF72 repeat expansion,0,1,0,0
psychological status,0,1,0,0
wild blueberry,0,0,1,0
Saccadic latencies,0,0,0,1
Prodromal Alzheimer's disease,0,0,0,1
Verbal skill,0,0,1,0
Nonsense mutation,0,1,0,0
Information processing flow,0,1,0,0
Skilled actions,1,0,0,0
Threat processing,0,0,1,0
Psychogenic movement disorder,0,0,1,0
Dexmedetomidine hydrochloride,0,0,1,0
Delay activity,0,0,1,0
Emotional facial expression,0,1,0,0
sports-related concussion,0,0,0,1
Executive cognitive function disorders,0,0,1,0
Nonsolid substances,0,1,0,0
Biological challenge,0,0,1,0
Frontal polar cortex,0,0,1,0
Perceptual animacy,1,0,0,0
Omega,0,1,0,0
Deception detection,0,0,1,0
Early Alzheimer's,0,0,1,0
dengineering,0,1,0,0
Distractor interference,0,0,1,0
Eye-tracking task,0,0,1,0
Interception,0,0,1,0
Affects,0,1,0,0
donkey,0,1,0,0
Pathological aging,0,0,0,1
Features,0,0,1,0
Human cueing,1,0,0,0
Reverse correlation,0,0,1,0
Pheromone,1,0,0,0
WAIS,0,0,1,0
Meta-iodobenzylguanidine,1,0,0,0
Premature,0,0,0,1
multimodal interaction,0,0,0,1
Expansion test,0,0,0,1
Syntactic processing,1,0,0,0
Sleeping,0,0,1,0
Support relation,0,1,0,0
Asian elephants,0,0,1,0
Letter-by-letter dyslexia,0,0,1,0
elderly people,0,1,0,0
Visual contrast,0,1,0,0
Decision aiding,0,0,1,0
Implicit associations,0,1,0,0
poststroke aphasia,0,1,0,0
Choice behavior,0,0,1,0
Meta-awareness,0,1,0,0
Relevance detection,1,0,0,0
Sequential affordances,0,0,1,0
Multiple brain oscillations,0,0,0,1
neurocognitive functioning,0,0,1,0
Negative BOLD response,0,1,0,0
TCF4,0,0,1,0
Response to intervention,0,0,1,0
Hole,1,0,0,0
chlorovirus ATCV-1,0,1,0,0
Steady-State Visual Evoked Potentials),0,1,0,0
Dementia with Levy's bodies,0,0,1,0
Cognitive marker,0,0,1,0
deviant sexual interest,0,0,1,0
Respiratory function tests,0,0,1,0
Learning performance,0,1,0,0
Social networks,0,0,1,0
Swarm intelligence,0,0,1,0
Composite resins,0,0,0,1
Nonspecific behavioral changes,0,0,1,0
Geovisual analytics,1,0,0,0
Dopamine dengineering receptors,0,1,0,0
"""Storage"" component,0,1,0,0
Kappa effect,0,1,0,0
Vomiting,1,0,0,0
expectations,0,0,0,1
Impulse control,0,0,1,0
Hyperthymestic syndrome,0,1,0,0
Herbal extract,1,0,0,0
fragile X syndrome,0,0,1,0
Serial and parallel processing,0,0,1,0
Vestibular physical therapy,0,0,1,0
suicidal behavior,0,1,0,0
Helmet,0,0,1,0
Cognitive penetration,0,0,1,0
Drebrin,0,0,1,0
Dynamic Field Theory,0,0,0,1
Avian attention,0,1,0,0
SMARC,0,1,0,0
Causal cues,1,0,0,0
Normative sample,0,0,1,0
Response mode,0,1,0,0
Odocoileus virginianus,0,0,1,0
Context positivity,0,0,1,0
VPMC,0,0,1,0
Primary visual cortex (V1),0,0,1,0
neuronal synchronization,0,0,0,1
Phase correlation,0,0,1,0
Emotion elicitation,0,0,0,1
Mexican american,0,0,1,0
Impoverished environment,1,0,0,0
Driving evaluation,1,0,0,0
Same/different,0,1,0,0
Logographic Kanji vs. syllabic Kana,0,0,0,1
Menopausal transition,0,0,1,0
Concurrent visual discrimination learning,0,0,1,0
media perceptual assessment,0,0,1,0
Cerebral blood volume,0,0,1,0
Visual and cognitive impairments,1,0,0,0
psychological refractory paradigm,0,1,0,0
Surgical menopause,0,0,1,0
Body scaling,1,0,0,0
Tunnel threshold zone,0,0,1,0
LCD display,1,0,0,0
Mental time-line,1,0,0,0
Marksmanship,0,1,0,0
Hypereosinophilic syndrome,1,0,0,0
asymmetry,0,0,1,0
Dynamic visual noise,0,1,0,0
Stroop and Garner interference,0,1,0,0
Multiple Sclerosis Neuropsychological Questionnaire,0,1,0,0
Sporadic Creutzfeldt Jakob disease,0,0,1,0
Gobies,0,0,1,0
Minineglect,0,0,1,0
Duration of PTSD,1,0,0,0
Spagnoli,0,1,0,0
Nonnumerical estimation,0,1,0,0
bottom-up selection,0,0,0,1
AMCC,1,0,0,0
Enriched environment (EE),0,1,0,0
Presence,0,0,0,1
Postconcussive,0,0,1,0
Inferolateral,0,0,1,0
Dual process model,0,0,1,0
Chronic renal failure,0,0,1,0
controlled cortical impact,0,1,0,0
Surface dysgraphia,1,0,0,0
electoral viability,0,0,1,0
Dynamic causal models,0,0,1,0
therapeutics,1,0,0,0
Developmental neuropsychology,0,1,0,0
Espagne,1,0,0,0
illness duration,1,0,0,0
Brake reaction time,0,1,0,0
Impaired memory,0,0,1,0
Consumer preference,1,0,0,0
Visuo-motor skills,0,0,1,0
Confidence-accuracy calibration,0,0,1,0
action planning,0,0,0,1
Visual aids,0,0,1,0
Cellular,0,0,0,0
Implicit vs. explicit tasks,0,1,0,0
Mental and psychomotor development,0,0,0,1
hospitalization,0,1,0,0
Mellitus,0,0,1,0
AX-CPT,0,0,1,0
Psychosocial development,0,0,1,0
Hylobatids,1,0,0,0
cerebral small vessel disease,0,0,1,0
Supranormal ERG,1,0,0,0
Sociocognitive development,1,0,0,0
Digit symbol subscale,0,1,0,0
Hashimoto's encephalopathy,0,0,1,0
Niemann Pick disease,0,0,1,0
Free-energy,0,0,0,1
bipolar I disorder,0,0,1,0
Lesion-symptom mapping,0,1,0,0
Video clustering,0,0,1,0
Longitudinal design,0,0,1,0
n-paraffins,0,0,1,0
Peduncular hallucinosis,0,0,1,0
active vision,0,0,0,1
mitochondrial disease,0,0,1,0
Amyloid?-protein,0,0,1,0
Image representation,0,0,1,0
Developmental fMRI,0,1,0,0
Robot,0,1,0,0
Current density reconstruction,0,1,0,0
Single shot,0,0,1,0
Children's alcohol use,0,1,0,0
Posner cueing,1,0,0,0
Neural prosthetics,1,0,0,0
Iconic memory,0,0,1,0
Medication effects,0,0,1,0
Difficulties identifying feelings,0,0,1,0
Need for cognition,0,1,0,0
Treatment of vocally disruptive behavior,0,0,1,0
Toxicology,0,0,1,0
Delusional parasitosis,0,0,1,0
Cortical modeling,0,1,0,0
Visual memory development,0,1,0,0
African population,1,0,0,0
Mapping method,0,1,0,0
DiGeorge's syndrome,1,0,0,0
aging psychiatry,0,0,0,1
Postural instability and gait disorders,0,0,1,0
Concepts and categories,1,0,0,0
fetal,0,0,1,0
Attention deficit-hyperactivity disorder,0,0,1,0
Social brain development,0,1,0,0
Meditation state,0,1,0,0
Sympathetic sprouting,0,0,1,0
Heroin addiction,0,1,0,0
Conflict negativity,0,0,1,0
Delusions of misidentification,0,0,1,0
Color encoding,0,0,1,0
Selective access,0,0,1,0
Central nervous system (CNS),0,1,0,0
Rat's hippocampus,0,0,1,0
Website aesthetics,1,0,0,0
Emotion recognition and identification,0,0,0,1
Vascularization,1,0,0,0
white matter/gray matter signal-intensity contrast,0,1,0,0
Systems theory,1,0,0,0
stimulus deviance,1,0,0,0
Triglycerides,0,1,0,0
Hyperbaric oxygen therapy,0,0,1,0
esthetic perception,0,1,0,0
value,0,0,0,1
vocabulary knowledge,0,0,1,0
Gender related familiarity,0,0,1,0
Phase locking value,0,0,0,1
Effect Size Signed Differential Mapping (ES-SDM),0,1,0,0
Instability,0,0,0,1
processing of threatening stimuli,0,1,0,0
inhibitory control,1,0,0,0
Premature birth,0,0,1,0
Internal-state,0,0,0,1
Treatment resistance,0,0,0,1
Communities,0,1,0,0
Sudden cardiac arrest,0,0,1,0
Rewards,0,0,1,0
enhanced perceptual functioning,0,1,0,0
auditory distraction,0,1,0,0
Task-set overlap,1,0,0,0
Adaptive automation,0,0,1,0
Occipital transtentorial approach,0,0,1,0
Symbol Digit Modalities Test,0,0,1,0
Student-athletes,0,0,1,0
Discrimination memory,0,0,1,0
5-HT1A receptors,0,0,1,0
Animate motion,0,0,1,0
Cognitive event-related potentials,0,1,0,0
Posttraumatic,0,0,1,0
Driving Assessment,0,1,0,0
Goal-neglect,0,1,0,0
Perceptual interpretation of bistable figures,0,0,0,1
neural model,0,0,1,0
Transgenic mouse model,0,0,1,0
Content congruency,0,0,1,0
cartographic assessment,0,1,0,0
Averted eye gaze,0,0,1,0
Far space,1,0,0,0
Orthographic transparency,0,0,1,0
pedigree,0,1,0,0
P300 event-related potentials,0,1,0,0
stair negotiation,0,1,0,0
Visual Analogue Scale,0,1,0,0
Falls in elderly,0,0,1,0
Eyewitness testimony,0,0,0,1
Perceived direction,0,1,0,0
Behavioral phenotyping,0,0,0,1
Level 1 visual perspective taking,1,0,0,0
medial temporal lobe,0,0,0,1
Muscle disease,1,0,0,0
Radio frequencies,0,0,1,0
Reorientation illusion,0,0,1,0
Analogic visual scale,0,1,0,0
Old-new discrimination,0,0,1,0
Proper names,0,1,0,0
Animacy perception,0,1,0,0
Children with cancer,0,0,1,0
Breathlessness,0,0,1,0
Respiratory chain disorder,0,0,1,0
Graspability,0,0,1,0
Parafoveal-on-foveal effect,0,1,0,0
Engrailed,0,0,1,0
Sex Differences in Brain Activation,0,0,1,0
Driving restriction,0,0,0,1
Cerebral vasoreactivity,0,0,1,0
Dehydroepiadrosterone (DHEA),1,0,0,0
cannabidiol,1,0,0,0
Control over memory,0,1,0,0
Sensory ratings,1,0,0,0
dorsal,0,1,0,0
Cumulative semantic effect,1,0,0,0
TMS-EEG,1,0,0,0
Multi-voxel pattern analysis,0,0,1,0
gravity,0,0,1,0
DRd-lifescience gene,1,0,0,0
COGNITION,1,0,0,0
Post-stroke hyperglycemia,0,1,0,0
European starling,0,1,0,0
fat droplet,0,0,1,0
AED,0,0,1,0
Relative mass,0,0,0,1
Saccadic peak velocity,0,0,1,0
Kennedy disease,0,0,1,0
Seed based functional correlation,0,0,1,0
Visuomotor transformations,0,0,1,0
Biological vision,0,1,0,0
Joint independent component analysis (jICA),1,0,0,0
Aided speech recognition in noise,0,1,0,0
Cerebral emboli,0,0,1,0
stimulus sampling theory,1,0,0,0
Object similarity,0,0,0,1
Retrograde tracers,0,0,1,0
Grating,1,0,0,0
Silhouette,0,1,0,0
