Old Title,Abstract ,,,,,,,,,,,,Title
American Journal of Neuroradiology,,,,,,,,,,,,,dengineering
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dengineering
Pain Research and Management,Innovation; Interprofessional; Pain; Resource; Web-based,,,,,,,,,,,,dengineering
Seminars in Nuclear Medicine,,,,,,,,,,,,,dsocial science
Turk Noroloji Dergisi,Cognition; Evoked potentials; Hallucinations; Parkinson disease; Visual,,,,,,,,,,,,dsocial science
Neuroscience,ERP; Matching degree; Multisensory integration; Video,,,,,,,,,,,,d-lifescience
Neuroscience,Familiarity; Hippocampus; Perirhinal cortex; Recollection; Wheel running,,,,,,,,,,,,dmedicine
NeuroReport,event-related potentials; Poggendorff illusion; top-down control,,,,,,,,,,,,dmedicine
Journal of Neuroscience,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Insight: Research and Practice in Visual Impairment and Blindness,Ageing; Falls; Multisensory processing; Simulated vision; Spatial updating,,,,,,,,,,,,dengineering
Physiology and Behavior,Chocolate; Cocoa; Cognition; Food; Methylxanthine; Mood; Stimulants,,,,,,,,,,,,dengineering
Physiology and Behavior,BDNF; Exercise; Hippocampus; Learning,,,,,,,,,,,,dengineering
Biology Letters,Cognition; Dog; Object permanence; Sex difference,,,,,,,,,,,,dsocial science
Journal of Vision,Categorization; Expertise; Object recognition; Visual cognition,,,,,,,,,,,,dsocial science
Psychiatria Polska,Bender visual-motor Gestalt test; Benton visual retention test; Depressive disorders,,,,,,,,,,,,d-lifescience
Journal of Vision,Attention; Memory; Visual cognition,,,,,,,,,,,,dmedicine
Journal of Vision,Active vision; Eye movements; Scene recognition; Search; Space and scene perception; Visual cognition,,,,,,,,,,,,dmedicine
Journal of Vision,Face recognition; Object recognition; Visual cognition,,,,,,,,,,,,dmedicine
Journal of Vision,Categorization; Color vision; Material perception; Visual cognition,,,,,,,,,,,,dmedicine
Journal of Vision,Action priming; Crowding; Face processing; Nonconscious cognition,,,,,,,,,,,,dengineering
Journal of Vision,Collinear; Contrast gain; Detection/discrimination; Learning; Spatial vision; Visual cognition,,,,,,,,,,,,dengineering
Journal of Vision,Long-term memory; Memory; Memory capacity; Memory fidelity; Visual cognition; Working memory,,,,,,,,,,,,dengineering
 Y., Visual grouping in human parietal cortex (2007) Proceedings of the National Academy of Sciences of the United States of America,,,,,,,,,,,,dsocial science
Journal of Vision,Active vision; Arm movement; Categorization; Cognitive load; Decision-making; Exploration; Eye movements; Immediate memory; Memory; Oculomotor; Saccades; Visual search,,,,,,,,,,,,dsocial science
Journal of Vision,Motion; Remapping; Saccade; Space constancy; Spatial vision; Visual cognition,,,,,,,,,,,,d-lifescience
Journal of Vision,Attention; Detection/discrimination; Object recognition; Perceptual organization; Visual cognition,,,,,,,,,,,,dmedicine
Advances in Insect Physiology,Classification; Communication; Perception; Preference; Representation; Search image,,,,,,,,,,,,dmedicine
 Berlin, R.,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Journal of Neuroscience,,,,,,,,,,,,,dengineering
Acta Medica Portuguesa,,,,,,,,,,,,,dengineering
Perception,,,,,,,,,,,,,dengineering
Journal of Neuroscience Methods,Cognitive processing; Dog; Electroencephalography; Event-related potential; MMN,,,,,,,,,,,,dsocial science
Journal of the Neurological Sciences,Cognition; Demyelination; Diffusion tensor imaging; Multiple sclerosis; Pediatric,,,,,,,,,,,,dsocial science
Journal of Neuroscience,,,,,,,,,,,,,d-lifescience
Breast Cancer: Basic and Clinical Research,Breast cancer survivors; Emotion-focused; Memory Island; Problem-focused; Puerto Rican; Visuospatial memory,,,,,,,,,,,,dmedicine
Journal of Alzheimer's Disease,Alzheimer's disease; clinical trial; cognition; estradiol; estrogen; hormone therapy; medroxyprogesterone; memory,,,,,,,,,,,,dmedicine
Neuroendocrinology Letters,Interval timing; Precuneus; SMA; Theta-burst stimulation; Time reproduction task; TMS,,,,,,,,,,,,dmedicine
Evidence-based Complementary and Alternative Medicine,,,,,,,,,,,,,dmedicine
Neuroendocrinology Letters,Attention; EEG; Human higher functions; Polyphenols; Saccadic eye movements; Space memory,,,,,,,,,,,,dengineering
Current Biology,,,,,,,,,,,,,dengineering
NeuroReport,attractiveness; automaticity; event-related brain potentials; face processing; psychological refractory paradigm,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,d-lifescience
Neuroscience Letters,Antipsychotic; Early-stage; Neurocognitive; Schizophrenia,,,,,,,,,,,,dmedicine
Neuroscience Letters,Chinese character; Cross-modal conversion; Event-related potentials; Late positive component; N400,,,,,,,,,,,,dmedicine
Topics in Cognitive Science,Cognitive architecture; Mental imagery; Spatial cognition; Visual cognition,,,,,,,,,,,,dmedicine
Social Cognitive and Affective Neuroscience,Eye movements; Mental state; Social cognition; Theory of mind; Triangle animations,,,,,,,,,,,,dmedicine
Pharmacology Biochemistry and Behavior,Atypical antipsychotics; Cognition; Mice; MK-801; Novel object recognition test; Open field test,,,,,,,,,,,,dengineering
"Attention, Perception, and Psychophysics",Attention; Change blindness; Visual awareness,,,,,,,,,,,,dengineering
Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University,Point cluster; Similarity assessment; Spatial relationship; Spatial similarity,,,,,,,,,,,,dengineering
Topics in Cognitive Science,Cognitive robotics; Gaze-following; Level 1 visual perspective taking; Spatial cognition,,,,,,,,,,,,dsocial science
Behavioral Neuroscience,Androgens; Cognition; Dehydroepiadrosterone (DHEA); Postmenopausal women; Visual-spatial tasks,,,,,,,,,,,,dsocial science
Arquivos de Neuro-Psiquiatria,Brief battery; Cognitive profile; Multiple sclerosis,,,,,,,,,,,,d-lifescience
Cognition,Auditory-visual interactions; Cross-modal perception; Implicit attentional processing; Multi-modal cognition; Visual-spatial attention,,,,,,,,,,,,dmedicine
Neuroscience and Behavioral Physiology,attention system; evoked potentials; frontal areas; visual search,,,,,,,,,,,,dmedicine
Revista medico-chirurgical?? a Societ???aii de Medici ??i Naturali??ti din Ia??i,,,,,,,,,,,,,dmedicine
Psychonomic Bulletin and Review,Animal cognition; Comparative cognition; Comparative psychology; Visual working memory,,,,,,,,,,,,dmedicine
Neuropsychologia,Developmental dyslexia; Partial-report; Processing speed; Spatial bias; Visual attention; Whole-report,,,,,,,,,,,,dengineering
International Journal of Cognitive Informatics and Natural Intelligence,Cognition and Adaptation; Cognitive Control; Cognitive Dynamic Systems; Cognitive Radar; Cognitive Radio,,,,,,,,,,,,dengineering
Topics in Cognitive Science,Cognitive architecture; Diagram; Diagrammatic reasoning; Diagrammatic representation; Mental imagery; Visual memory,,,,,,,,,,,,dengineering
Behavioral Neuroscience,5-choice serial reaction time task; Attention; Behavioral tasks; Cognition; Impulsivity,,,,,,,,,,,,dsocial science
Human Factors,alarm misperception; assistant system; attentional tunneling; automation; conflict; eye tracking; psychophysiological measurement; unmanned vehicle,,,,,,,,,,,,dsocial science
Arquivos de Neuro-Psiquiatria,Brain tumors; Cognitive functions; High grade gliomas; Low grade gliomas,,,,,,,,,,,,d-lifescience
Journal of Pediatrics,Health Utilities Index; Health Utilities Index Mark 2; Health Utilities Index Mark 2/3; Health Utilities Index Mark 3; Health-related quality of life; HRQOL; HUI; HUI2; HUI2/3; HUI3; QOL; Quality of life; VAS; Visual analog scale,,,,,,,,,,,,dmedicine
Autism Research,Autism spectrum disorders; Biological motion; Form-from-motion; Mentalizing; Motion coherence; Point light display; Theory of mind,,,,,,,,,,,,dmedicine
Current Urology Reports,Anticholinergic; Antimuscarinic; Blood-brain barrier; Central nervous system; Cognitive decline; Cognitive effect; Cognitive impairment; Darifenacin; Elderly patients; Fesoterodine; Overactive bladder; Oxybutynin; Solifenacin; Tolterodine; Trospium,,,,,,,,,,,,dmedicine
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dmedicine
Brain and Cognition,Laterality indices; Performance level; Reading; Visual asymmetry,,,,,,,,,,,,dengineering
Neuropsychologia,Language; Semantic memory; Social cognition; Temporal pole,,,,,,,,,,,,dengineering
Movement Disorders,Lewy body pathology; Neural networks; hallucinations; Neurotransmitters; Parkinson's disease,,,,,,,,,,,,dengineering
"Attention, Perception, and Psychophysics",Attention and memory; Spatial memory,,,,,,,,,,,,dsocial science
Topics in Cognitive Science,Analogy; Cognitive simulation; Qualitative reasoning; Sketch understanding; Spatial cognition; Spatial reasoning; Visual reasoning,,,,,,,,,,,,dsocial science
"Genes, Brain and Behavior",Canine model; Ceroid lipofuscinosis; CLN2; Cognitive decline; Neurodegeneration; Reversal learning,,,,,,,,,,,,d-lifescience
NeuroImage,Children; Dual use; FMRI; Language; Task design; Visuospatial functions,,,,,,,,,,,,dmedicine
Doklady Biological Sciences,,,,,,,,,,,,,dmedicine
Cognition,Action perception; Collaboration; Cooperation; Infant social cognition; Joint action; Shared intentionality; Visual habituation,,,,,,,,,,,,dmedicine
American Journal of Geriatric Psychiatry,Alzheimer disease; dementia; depression; quality of life; utility,,,,,,,,,,,,dmedicine
Anthropologist,Jordanian Architects; Legacy; Modern Attitudes; Visual Communication,,,,,,,,,,,,dengineering
International Journal of Geriatric Psychiatry,cognitive impairment; elderly people; functional limitation; geriatric depression; life expectancy; medical comorbidity,,,,,,,,,,,,dengineering
NeuroImage,Emotion recognition; Face processing; Facial expression recognition; Schizophrenia; Schizotypy; Social anhedonia,,,,,,,,,,,,dengineering
Psychonomic Bulletin and Review,Automaticity; Cognitive control; Oculomotor capture; Precuing,,,,,,,,,,,,dsocial science
Human Brain Mapping,Estradiol; Functional cerebral asymmetries; Functional magnetic resonance imaging; Lateralization; Progesterone; Sex differences; Sex hormones,,,,,,,,,,,,dsocial science
Experimental Aging Research,,,,,,,,,,,,,d-lifescience
Journal of Inherited Metabolic Disease,,,,,,,,,,,,,dmedicine
Acta Psychologica,Audition; Cognitive style; Global/local processing; Hierarchically organized stimuli; Vision,,,,,,,,,,,,dmedicine
Aging Clinical and Experimental Research,Comorbidity; Dementia; Disability; Low vision rehabilitation; Macular degeneration,,,,,,,,,,,,dmedicine
Child's Nervous System,Aqueductal stenosis; Cerebro-spinal fluid dynamics; Endoscopic third ventriculostomy; Hydrocephalus; Intellectual outcome; Neuroendoscopy,,,,,,,,,,,,dmedicine
"Clinical Medicine, Journal of the Royal College of Physicians of London",,,,,,,,,,,,,dengineering
International Journal of Psychophysiology,Concussion; Differential diagnosis; Electroencephalography; Mild traumatic brain injury; Neuropsychiatric assessment; Postconcussive syndrome; Quantitative electroencephalography,,,,,,,,,,,,dengineering
Social Neuroscience,Adult ADHD; Face; N170; Valence; Word,,,,,,,,,,,,dengineering
Journal of Visualized Experiments,Cognitive dysfunction; Elevated plus maze; Fear conditioning; Hippocampus; Issue 56; Medicine; Neuroscience; Novel place recognition; Radiotherapy; Water maze,,,,,,,,,,,,dsocial science
Human Brain Mapping,Cognitive control; Executive function; In-vivo animation of event-related ?-oscillations; Intracranial recording; Local field potentials,,,,,,,,,,,,dsocial science
Journal of School Health,Academic achievement; Achievement gap; Child and adolescent health; Cognition; Coordinated school health programs; School connectedness; Sensory perceptions; Socioeconomic factors; Vision,,,,,,,,,,,,d-lifescience
Research in Autism Spectrum Disorders,Autistic behavior; Mental development; Pervasive developmental disorder,,,,,,,,,,,,dmedicine
International Journal of Advanced Intelligence Paradigms,Fuzzy set; Granulation; Hybrid fuzzy-neuro model; Mid-level module; Modular granular vision architecture; Non-linear digital filters; Perception engineering; Possibility theory; Visual front-end module; X-rays images,,,,,,,,,,,,dmedicine
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dmedicine
Movement Disorders,Dopamine agonists; Evidence-based medicine; Omega-3 fatty-acids; Parkinson's disease; Selective serotonin reuptake inhibitors (SSRIs); Transcranial magnetic stimulation; Tricyclic antidepressants,,,,,,,,,,,,dmedicine
Developmental Neuropsychology,,,,,,,,,,,,,dengineering
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dengineering
Journal of Experimental Psychology: Human Perception and Performance,Cognitive control; Gratton effect; Hybrid task; Masked priming; Negative compatibility effect; Simon effect,,,,,,,,,,,,dengineering
Cephalalgia,Attention; cognition; memory; migraine; perceptual organization,,,,,,,,,,,,dsocial science
American Journal of Geriatric Psychiatry,Alzheimer disease; dementia; depression; family caregiver; function; quality of life; utility,,,,,,,,,,,,dsocial science
Experimental Brain Research,Blindsight; Coherent motion; TMS; V3 +; V5/MT +,,,,,,,,,,,,d-lifescience
Neurobiology of Aging,Depression; Elderly; Gyrus; Hippocampus; Memory,,,,,,,,,,,,dmedicine
Acta Psychologica,,,,,,,,,,,,,dmedicine
Neuropsychologia,Current source localization; ERPs; Estimation; Non-symbolic numerical comparison; Numerical distance effect; Subitizing,,,,,,,,,,,,dmedicine
Neuropsychologia,Ageing; Attention; Line bisection; Pseudoneglect; Rod bisection; Tactile,,,,,,,,,,,,dmedicine
Journal of Experimental Psychology: Human Perception and Performance,Cognitive load; Perceptual load; Selective attention; Spatial attention,,,,,,,,,,,,dengineering
Developmental Neuropsychology,,,,,,,,,,,,,dengineering
Journal of Clinical and Experimental Neuropsychology,Factor analysis; Heterogeneity; Idiographic; Neurocognitive; Psychosis,,,,,,,,,,,,dengineering
Perceptual and Motor Skills,,,,,,,,,,,,,dsocial science
Alzheimer Disease and Associated Disorders,Alzheimer disease; behavior; Donepezil; tolerability,,,,,,,,,,,,dsocial science
Neuropsychologia,Hypnosis; Neglect; Neglect rehabilitation; Post-hypnotic suggestion; Visuospatial attention,,,,,,,,,,,,d-lifescience
Ergonomics in Design,,,,,,,,,,,,,dmedicine
Journal of Experimental Psychology: Animal Behavior Processes,Chaining theory; Representation; Serial-order,,,,,,,,,,,,dmedicine
Neuropsychologia,Configural processing; Facial emotion; Inversion effect; Parkinson's disease; Second-order relations,,,,,,,,,,,,dmedicine
Nature Neuroscience,,,,,,,,,,,,,dmedicine
"Egyptian Journal of Neurology, Psychiatry and Neurosurgery",Cognition; MRI; Multiple sclerosis,,,,,,,,,,,,dengineering
Neuropsychologia,Attention; Cognitive control; ERPs; Motor preparation; Readiness potential,,,,,,,,,,,,dengineering
Journal of Visualized Experiments,Cognitive dysfunction; Issue 56; Medicine; Neuroscience; Radiotherapy; Stem cells; Transplantation,,,,,,,,,,,,dengineering
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dsocial science
"Attention, Perception, and Psychophysics",Attention; Displacement; Onset repulsion effect; Spatial cognition; Spatial cuing; Spatial localization; Spatial memory,,,,,,,,,,,,dsocial science
